City_poll,Type_of_Location,ClusterId,year_number,month_number
AKOLA,Residential,0,2014,11
AKOLA,Residential,0,2014,12
AKOLA,Industrial,0,2015,1
AKOLA,Residential,0,2015,1
AKOLA,Industrial,0,2015,2
AKOLA,Residential,0,2015,2
AKOLA,Industrial,0,2015,3
AKOLA,Residential,0,2015,3
AKOLA,Industrial,0,2015,4
AKOLA,Residential,0,2015,4
AKOLA,Industrial,0,2015,5
AKOLA,Residential,0,2015,5
AKOLA,Industrial,0,2015,6
AKOLA,Residential,0,2015,6
AKOLA,Industrial,0,2015,7
AKOLA,Residential,0,2015,7
AKOLA,Industrial,0,2015,9
AKOLA,Residential,0,2015,9
AKOLA,Industrial,0,2015,10
AKOLA,Residential,0,2015,10
AKOLA,Industrial,0,2015,11
AKOLA,Residential,0,2015,11
AKOLA,Industrial,0,2015,12
AKOLA,Residential,0,2015,12
AMRAVATI,Industrial,0,2006,1
AMRAVATI,Residential,0,2006,1
AMRAVATI,Residential,0,2006,2
AMRAVATI,Residential,0,2006,3
AMRAVATI,Residential,0,2006,4
AMRAVATI,Residential,0,2006,5
AMRAVATI,Residential,0,2006,6
AMRAVATI,Industrial,0,2006,7
AMRAVATI,Industrial,0,2006,8
AMRAVATI,Residential,0,2006,9
AMRAVATI,Residential,0,2006,10
AMRAVATI,Industrial,0,2006,11
AMRAVATI,Residential,0,2006,11
AMRAVATI,Industrial,0,2006,12
AMRAVATI,Residential,0,2006,12
AMRAVATI,Industrial,0,2007,1
AMRAVATI,Residential,0,2007,1
AMRAVATI,Industrial,0,2007,2
AMRAVATI,Residential,0,2007,2
AMRAVATI,Industrial,0,2007,3
AMRAVATI,Residential,0,2007,3
AMRAVATI,Industrial,0,2007,4
AMRAVATI,Residential,0,2007,4
AMRAVATI,Industrial,0,2007,5
AMRAVATI,Residential,0,2007,5
AMRAVATI,Industrial,0,2007,6
AMRAVATI,Residential,0,2007,6
AMRAVATI,Industrial,0,2007,7
AMRAVATI,Residential,0,2007,7
AMRAVATI,Industrial,0,2007,8
AMRAVATI,Residential,0,2007,8
AMRAVATI,Industrial,0,2007,9
AMRAVATI,Residential,0,2007,9
AMRAVATI,Industrial,0,2007,10
AMRAVATI,Residential,0,2007,10
AMRAVATI,Industrial,0,2007,11
AMRAVATI,Residential,0,2007,11
AMRAVATI,Industrial,0,2007,12
AMRAVATI,Residential,0,2007,12
AMRAVATI,Industrial,0,2008,1
AMRAVATI,Residential,0,2008,1
AMRAVATI,Industrial,0,2008,2
AMRAVATI,Residential,0,2008,2
AMRAVATI,Industrial,0,2008,3
AMRAVATI,Residential,0,2008,3
AMRAVATI,Industrial,0,2008,4
AMRAVATI,Residential,0,2008,4
AMRAVATI,Industrial,0,2008,5
AMRAVATI,Residential,0,2008,5
AMRAVATI,Industrial,0,2008,6
AMRAVATI,Residential,0,2008,6
AMRAVATI,Industrial,0,2008,7
AMRAVATI,Residential,0,2008,7
AMRAVATI,Industrial,0,2008,8
AMRAVATI,Residential,0,2008,8
AMRAVATI,Industrial,0,2008,9
AMRAVATI,Residential,0,2008,9
AMRAVATI,Industrial,0,2008,10
AMRAVATI,Residential,0,2008,10
AMRAVATI,Industrial,0,2008,11
AMRAVATI,Residential,0,2008,11
AMRAVATI,Industrial,0,2008,12
AMRAVATI,Residential,0,2008,12
AMRAVATI,Industrial,0,2009,1
AMRAVATI,Residential,0,2009,1
AMRAVATI,Industrial,0,2009,2
AMRAVATI,Residential,0,2009,2
AMRAVATI,Industrial,0,2009,3
AMRAVATI,Residential,0,2009,3
AMRAVATI,Industrial,0,2009,4
AMRAVATI,Residential,0,2009,4
AMRAVATI,Industrial,0,2009,5
AMRAVATI,Residential,0,2009,5
AMRAVATI,Industrial,0,2009,6
AMRAVATI,Residential,0,2009,6
AMRAVATI,Industrial,0,2009,7
AMRAVATI,Residential,0,2009,7
AMRAVATI,Industrial,0,2009,8
AMRAVATI,Residential,0,2009,8
AMRAVATI,Industrial,0,2009,9
AMRAVATI,Residential,0,2009,9
AMRAVATI,Industrial,0,2009,10
AMRAVATI,Residential,0,2009,10
AMRAVATI,Industrial,0,2009,11
AMRAVATI,Residential,0,2009,11
AMRAVATI,Industrial,0,2009,12
AMRAVATI,Residential,0,2009,12
AMRAVATI,Industrial,0,2010,1
AMRAVATI,Residential,0,2010,1
AMRAVATI,Industrial,0,2010,2
AMRAVATI,Residential,0,2010,2
AMRAVATI,Industrial,0,2010,3
AMRAVATI,Residential,0,2010,3
AMRAVATI,Industrial,0,2010,4
AMRAVATI,Residential,0,2010,4
AMRAVATI,Industrial,0,2010,5
AMRAVATI,Residential,0,2010,5
AMRAVATI,Industrial,0,2010,6
AMRAVATI,Residential,0,2010,6
AMRAVATI,Industrial,0,2010,7
AMRAVATI,Residential,0,2010,7
AMRAVATI,Industrial,0,2010,8
AMRAVATI,Residential,0,2010,8
AMRAVATI,Industrial,0,2010,9
AMRAVATI,Residential,0,2010,9
AMRAVATI,Industrial,0,2010,10
AMRAVATI,Residential,0,2010,10
AMRAVATI,Industrial,0,2010,11
AMRAVATI,Residential,0,2010,11
AMRAVATI,Industrial,0,2010,12
AMRAVATI,Residential,0,2010,12
AMRAVATI,Industrial,0,2011,1
AMRAVATI,Residential,0,2011,1
AMRAVATI,Industrial,0,2011,2
AMRAVATI,Residential,0,2011,2
AMRAVATI,Industrial,0,2011,3
AMRAVATI,Residential,0,2011,3
AMRAVATI,Industrial,0,2011,4
AMRAVATI,Residential,0,2011,4
AMRAVATI,Industrial,0,2011,5
AMRAVATI,Residential,0,2011,5
AMRAVATI,Industrial,0,2011,6
AMRAVATI,Residential,0,2011,6
AMRAVATI,Industrial,0,2011,7
AMRAVATI,Residential,0,2011,7
AMRAVATI,Industrial,0,2011,8
AMRAVATI,Residential,0,2011,8
AMRAVATI,Industrial,0,2011,9
AMRAVATI,Residential,0,2011,9
AMRAVATI,Industrial,0,2011,10
AMRAVATI,Residential,0,2011,10
AMRAVATI,Industrial,0,2011,11
AMRAVATI,Residential,0,2011,11
AMRAVATI,Industrial,0,2011,12
AMRAVATI,Residential,0,2011,12
AMRAVATI,Industrial,0,2012,1
AMRAVATI,Residential,0,2012,1
AMRAVATI,Industrial,0,2012,2
AMRAVATI,Residential,0,2012,2
AMRAVATI,Industrial,0,2012,3
AMRAVATI,Residential,0,2012,3
AMRAVATI,Industrial,0,2012,4
AMRAVATI,Residential,0,2012,4
AMRAVATI,Industrial,0,2012,5
AMRAVATI,Residential,0,2012,5
AMRAVATI,Industrial,0,2012,6
AMRAVATI,Residential,0,2012,6
AMRAVATI,Industrial,0,2012,7
AMRAVATI,Residential,0,2012,7
AMRAVATI,Industrial,0,2012,8
AMRAVATI,Residential,0,2012,8
AMRAVATI,Industrial,0,2012,9
AMRAVATI,Residential,0,2012,9
AMRAVATI,Industrial,0,2012,10
AMRAVATI,Residential,0,2012,10
AMRAVATI,Industrial,0,2012,11
AMRAVATI,Residential,0,2012,11
AMRAVATI,Industrial,0,2012,12
AMRAVATI,Residential,0,2012,12
AMRAVATI,Industrial,0,2013,1
AMRAVATI,Residential,0,2013,1
AMRAVATI,Industrial,0,2013,2
AMRAVATI,Residential,0,2013,2
AMRAVATI,Industrial,0,2013,3
AMRAVATI,Residential,0,2013,3
AMRAVATI,Industrial,0,2013,4
AMRAVATI,Residential,0,2013,4
AMRAVATI,Industrial,0,2013,6
AMRAVATI,Residential,0,2013,6
AMRAVATI,Industrial,0,2013,7
AMRAVATI,Residential,0,2013,7
AMRAVATI,Industrial,0,2013,8
AMRAVATI,Residential,0,2013,8
AMRAVATI,Industrial,0,2013,9
AMRAVATI,Residential,0,2013,9
AMRAVATI,Industrial,0,2013,10
AMRAVATI,Residential,0,2013,10
AMRAVATI,Industrial,0,2013,11
AMRAVATI,Residential,0,2013,11
AMRAVATI,Industrial,0,2013,12
AMRAVATI,Residential,0,2013,12
AMRAVATI,Residential,0,2014,1
AMRAVATI,Residential,0,2014,2
AMRAVATI,Residential,0,2014,3
AMRAVATI,Residential,0,2014,4
AMRAVATI,Residential,0,2014,5
AMRAVATI,Residential,0,2014,6
AMRAVATI,Residential,0,2014,7
AMRAVATI,Residential,0,2014,8
AMRAVATI,Residential,0,2014,9
AMRAVATI,Residential,0,2014,10
AMRAVATI,Residential,0,2014,11
AMRAVATI,Residential,0,2014,12
AMRAVATI,Industrial,0,2015,1
AMRAVATI,Residential,0,2015,1
AMRAVATI,Industrial,0,2015,2
AMRAVATI,Residential,0,2015,2
AMRAVATI,Industrial,0,2015,3
AMRAVATI,Residential,0,2015,3
AMRAVATI,Industrial,0,2015,4
AMRAVATI,Residential,0,2015,4
AMRAVATI,Industrial,0,2015,6
AMRAVATI,Residential,0,2015,6
AMRAVATI,Industrial,0,2015,8
AMRAVATI,Residential,0,2015,8
AMRAVATI,Industrial,0,2015,9
AMRAVATI,Residential,0,2015,9
AMRAVATI,Industrial,0,2015,10
AMRAVATI,Residential,0,2015,10
AMRAVATI,Industrial,0,2015,11
AMRAVATI,Residential,0,2015,11
AMRAVATI,Industrial,0,2015,12
AMRAVATI,Residential,0,2015,12
AURANGABAD,Unknown,0,1993,12
AURANGABAD,Unknown,0,1994,1
AURANGABAD,Unknown,0,1994,2
AURANGABAD,Unknown,0,1994,3
AURANGABAD,Unknown,0,1994,4
AURANGABAD,Unknown,0,1994,5
AURANGABAD,Unknown,0,1994,6
AURANGABAD,Unknown,0,1994,7
AURANGABAD,Unknown,0,1994,8
AURANGABAD,Unknown,0,1994,9
AURANGABAD,Unknown,0,1994,11
AURANGABAD,Residential,0,2005,2
AURANGABAD,Residential,0,2005,3
AURANGABAD,Sensitive Area,0,2005,5
AURANGABAD,Sensitive Area,0,2005,6
AURANGABAD,Residential,0,2005,7
AURANGABAD,Residential,0,2005,8
AURANGABAD,Residential,0,2005,9
AURANGABAD,Residential,0,2005,10
AURANGABAD,Residential,0,2005,12
AURANGABAD,Sensitive Area,0,2005,12
AURANGABAD,Residential,0,2006,1
AURANGABAD,Sensitive Area,0,2006,1
AURANGABAD,Residential,0,2006,2
AURANGABAD,Sensitive Area,0,2006,2
AURANGABAD,Residential,0,2006,3
AURANGABAD,Sensitive Area,0,2006,3
AURANGABAD,Residential,0,2006,4
AURANGABAD,Sensitive Area,0,2006,4
AURANGABAD,Residential,0,2006,5
AURANGABAD,Sensitive Area,0,2006,5
AURANGABAD,Residential,0,2006,6
AURANGABAD,Sensitive Area,0,2006,6
AURANGABAD,Residential,0,2006,7
AURANGABAD,Sensitive Area,0,2006,7
AURANGABAD,Residential,0,2006,8
AURANGABAD,Sensitive Area,0,2006,8
AURANGABAD,Residential,0,2006,9
AURANGABAD,Sensitive Area,0,2006,9
AURANGABAD,Residential,0,2006,10
AURANGABAD,Sensitive Area,0,2006,10
AURANGABAD,Residential,0,2006,11
AURANGABAD,Sensitive Area,0,2006,11
AURANGABAD,Residential,0,2006,12
AURANGABAD,Sensitive Area,0,2006,12
AURANGABAD,Residential,0,2007,1
AURANGABAD,Sensitive Area,0,2007,1
AURANGABAD,Residential,0,2007,2
AURANGABAD,Sensitive Area,0,2007,2
AURANGABAD,Residential,0,2007,3
AURANGABAD,Sensitive Area,0,2007,3
AURANGABAD,Residential,0,2007,4
AURANGABAD,Sensitive Area,0,2007,4
AURANGABAD,Residential,0,2007,5
AURANGABAD,Sensitive Area,0,2007,5
AURANGABAD,Residential,0,2007,6
AURANGABAD,Sensitive Area,0,2007,6
AURANGABAD,Residential,0,2007,7
AURANGABAD,Sensitive Area,0,2007,7
AURANGABAD,Residential,0,2007,8
AURANGABAD,Sensitive Area,0,2007,8
AURANGABAD,Residential,0,2007,9
AURANGABAD,Sensitive Area,0,2007,9
AURANGABAD,Residential,0,2007,10
AURANGABAD,Sensitive Area,0,2007,10
AURANGABAD,Residential,0,2007,11
AURANGABAD,Sensitive Area,0,2007,11
AURANGABAD,Residential,0,2007,12
AURANGABAD,Sensitive Area,0,2007,12
AURANGABAD,Residential,0,2008,1
AURANGABAD,Sensitive Area,0,2008,1
AURANGABAD,Residential,0,2008,2
AURANGABAD,Sensitive Area,0,2008,2
AURANGABAD,Residential,0,2008,3
AURANGABAD,Sensitive Area,0,2008,3
AURANGABAD,Residential,0,2008,4
AURANGABAD,Sensitive Area,0,2008,4
AURANGABAD,Residential,0,2008,5
AURANGABAD,Sensitive Area,0,2008,5
AURANGABAD,Residential,0,2008,6
AURANGABAD,Sensitive Area,0,2008,6
AURANGABAD,Residential,0,2008,7
AURANGABAD,Sensitive Area,0,2008,7
AURANGABAD,Residential,0,2008,8
AURANGABAD,Sensitive Area,0,2008,8
AURANGABAD,Residential,0,2008,9
AURANGABAD,Sensitive Area,0,2008,9
AURANGABAD,Residential,0,2008,10
AURANGABAD,Sensitive Area,0,2008,10
AURANGABAD,Residential,0,2008,11
AURANGABAD,Sensitive Area,0,2008,11
AURANGABAD,Residential,0,2008,12
AURANGABAD,Sensitive Area,0,2008,12
AURANGABAD,Residential,0,2009,1
AURANGABAD,Sensitive Area,0,2009,1
AURANGABAD,Residential,0,2009,2
AURANGABAD,Sensitive Area,0,2009,2
AURANGABAD,Residential,0,2009,3
AURANGABAD,Sensitive Area,0,2009,3
AURANGABAD,Residential,0,2009,4
AURANGABAD,Sensitive Area,0,2009,4
AURANGABAD,Residential,0,2009,5
AURANGABAD,Sensitive Area,0,2009,5
AURANGABAD,Residential,0,2009,6
AURANGABAD,Sensitive Area,0,2009,6
AURANGABAD,Residential,0,2009,7
AURANGABAD,Sensitive Area,0,2009,7
AURANGABAD,Residential,0,2009,8
AURANGABAD,Sensitive Area,0,2009,8
AURANGABAD,Residential,0,2009,9
AURANGABAD,Sensitive Area,0,2009,9
AURANGABAD,Residential,0,2009,10
AURANGABAD,Sensitive Area,0,2009,10
AURANGABAD,Residential,0,2009,11
AURANGABAD,Sensitive Area,0,2009,11
AURANGABAD,Residential,0,2009,12
AURANGABAD,Sensitive Area,0,2009,12
AURANGABAD,Residential,0,2010,1
AURANGABAD,Sensitive Area,0,2010,1
AURANGABAD,Residential,0,2010,2
AURANGABAD,Sensitive Area,0,2010,2
AURANGABAD,Residential,0,2010,3
AURANGABAD,Sensitive Area,0,2010,3
AURANGABAD,Residential,0,2010,4
AURANGABAD,Sensitive Area,0,2010,4
AURANGABAD,Residential,0,2010,5
AURANGABAD,Sensitive Area,0,2010,5
AURANGABAD,Residential,0,2010,6
AURANGABAD,Sensitive Area,0,2010,6
AURANGABAD,Residential,0,2010,7
AURANGABAD,Sensitive Area,0,2010,7
AURANGABAD,Residential,0,2010,8
AURANGABAD,Sensitive Area,0,2010,8
AURANGABAD,Residential,0,2010,9
AURANGABAD,Sensitive Area,0,2010,9
AURANGABAD,Residential,0,2010,10
AURANGABAD,Sensitive Area,0,2010,10
AURANGABAD,Residential,0,2010,11
AURANGABAD,Sensitive Area,0,2010,11
AURANGABAD,Residential,0,2010,12
AURANGABAD,Sensitive Area,0,2010,12
AURANGABAD,Residential,0,2011,1
AURANGABAD,Sensitive Area,0,2011,1
AURANGABAD,Residential,0,2011,2
AURANGABAD,Sensitive Area,0,2011,2
AURANGABAD,Residential,0,2011,3
AURANGABAD,Sensitive Area,0,2011,3
AURANGABAD,Residential,0,2011,4
AURANGABAD,Sensitive Area,0,2011,4
AURANGABAD,Residential,0,2011,5
AURANGABAD,Sensitive Area,0,2011,5
AURANGABAD,Residential,0,2011,6
AURANGABAD,Sensitive Area,0,2011,6
AURANGABAD,Residential,0,2011,7
AURANGABAD,Sensitive Area,0,2011,7
AURANGABAD,Residential,0,2011,8
AURANGABAD,Sensitive Area,0,2011,8
AURANGABAD,Residential,0,2011,9
AURANGABAD,Sensitive Area,0,2011,9
AURANGABAD,Residential,1,2011,10
AURANGABAD,Sensitive Area,0,2011,10
AURANGABAD,Residential,0,2011,11
AURANGABAD,Sensitive Area,0,2011,11
AURANGABAD,Residential,1,2011,12
AURANGABAD,Sensitive Area,0,2011,12
AURANGABAD,Residential,1,2012,1
AURANGABAD,Sensitive Area,0,2012,1
AURANGABAD,Residential,0,2012,2
AURANGABAD,Sensitive Area,0,2012,2
AURANGABAD,Residential,0,2012,3
AURANGABAD,Sensitive Area,0,2012,3
AURANGABAD,Residential,0,2012,4
AURANGABAD,Sensitive Area,0,2012,4
AURANGABAD,Residential,0,2012,5
AURANGABAD,Sensitive Area,0,2012,5
AURANGABAD,Residential,0,2012,6
AURANGABAD,Sensitive Area,0,2012,6
AURANGABAD,Residential,0,2012,7
AURANGABAD,Sensitive Area,0,2012,7
AURANGABAD,Residential,0,2012,8
AURANGABAD,Sensitive Area,0,2012,8
AURANGABAD,Residential,0,2012,9
AURANGABAD,Sensitive Area,0,2012,9
AURANGABAD,Residential,0,2012,10
AURANGABAD,Sensitive Area,0,2012,10
AURANGABAD,Residential,1,2012,11
AURANGABAD,Sensitive Area,0,2012,11
AURANGABAD,Residential,1,2012,12
AURANGABAD,Sensitive Area,0,2012,12
AURANGABAD,Residential,1,2013,1
AURANGABAD,Sensitive Area,0,2013,1
AURANGABAD,Residential,1,2013,2
AURANGABAD,Sensitive Area,1,2013,2
AURANGABAD,Residential,0,2013,3
AURANGABAD,Sensitive Area,0,2013,3
AURANGABAD,Residential,0,2013,4
AURANGABAD,Sensitive Area,0,2013,4
AURANGABAD,Residential,0,2013,5
AURANGABAD,Sensitive Area,0,2013,5
AURANGABAD,Residential,0,2013,6
AURANGABAD,Sensitive Area,0,2013,6
AURANGABAD,Residential,0,2013,7
AURANGABAD,Sensitive Area,0,2013,7
AURANGABAD,Residential,0,2013,8
AURANGABAD,Sensitive Area,0,2013,8
AURANGABAD,Residential,0,2013,9
AURANGABAD,Sensitive Area,0,2013,9
AURANGABAD,Residential,0,2013,10
AURANGABAD,Sensitive Area,0,2013,10
AURANGABAD,Residential,1,2013,11
AURANGABAD,Sensitive Area,0,2013,11
AURANGABAD,Residential,1,2013,12
AURANGABAD,Sensitive Area,1,2013,12
AURANGABAD,Residential,1,2014,1
AURANGABAD,Sensitive Area,1,2014,1
AURANGABAD,Residential,1,2014,2
AURANGABAD,Sensitive Area,0,2014,2
AURANGABAD,Residential,1,2014,3
AURANGABAD,Sensitive Area,1,2014,3
AURANGABAD,Residential,1,2014,4
AURANGABAD,Sensitive Area,0,2014,4
AURANGABAD,Residential,1,2014,5
AURANGABAD,Sensitive Area,0,2014,5
AURANGABAD,Residential,1,2014,6
AURANGABAD,Sensitive Area,0,2014,6
AURANGABAD,Residential,0,2014,7
AURANGABAD,Sensitive Area,0,2014,7
AURANGABAD,Residential,0,2014,8
AURANGABAD,Sensitive Area,0,2014,8
AURANGABAD,Residential,1,2014,9
AURANGABAD,Sensitive Area,0,2014,9
AURANGABAD,Residential,1,2014,10
AURANGABAD,Sensitive Area,0,2014,10
AURANGABAD,Residential,1,2014,11
AURANGABAD,Sensitive Area,0,2014,11
AURANGABAD,Residential,1,2014,12
AURANGABAD,Sensitive Area,1,2014,12
AURANGABAD,Residential,1,2015,1
AURANGABAD,Sensitive Area,1,2015,1
AURANGABAD,Residential,1,2015,2
AURANGABAD,Sensitive Area,1,2015,2
AURANGABAD,Residential,1,2015,3
AURANGABAD,Sensitive Area,0,2015,3
AURANGABAD,Residential,1,2015,4
AURANGABAD,Sensitive Area,0,2015,4
AURANGABAD,Residential,1,2015,5
AURANGABAD,Sensitive Area,0,2015,5
AURANGABAD,Residential,1,2015,6
AURANGABAD,Sensitive Area,0,2015,6
AURANGABAD,Residential,1,2015,7
AURANGABAD,Sensitive Area,0,2015,7
AURANGABAD,Residential,1,2015,8
AURANGABAD,Sensitive Area,0,2015,8
AURANGABAD,Residential,1,2015,9
AURANGABAD,Sensitive Area,0,2015,9
AURANGABAD,Residential,1,2015,10
AURANGABAD,Sensitive Area,0,2015,10
AURANGABAD,Residential,1,2015,11
AURANGABAD,Sensitive Area,1,2015,11
AURANGABAD,Residential,1,2015,12
AURANGABAD,Sensitive Area,1,2015,12
BADLAPUR,Industrial,1,2010,1
BADLAPUR,Industrial,1,2010,2
BADLAPUR,Industrial,1,2010,3
BADLAPUR,Industrial,2,2010,4
BADLAPUR,Industrial,1,2010,5
BADLAPUR,Industrial,1,2010,6
BADLAPUR,Industrial,0,2010,7
BADLAPUR,Industrial,1,2010,8
BADLAPUR,Industrial,1,2010,9
BADLAPUR,Industrial,1,2010,10
BADLAPUR,Industrial,1,2010,11
BADLAPUR,Industrial,1,2010,12
BADLAPUR,Industrial,2,2011,1
BADLAPUR,Industrial,1,2011,2
BADLAPUR,Industrial,2,2011,3
BADLAPUR,Industrial,1,2011,4
BADLAPUR,Industrial,2,2011,5
BADLAPUR,Industrial,1,2011,6
BADLAPUR,Industrial,1,2011,7
BADLAPUR,Industrial,1,2011,8
BADLAPUR,Industrial,1,2011,9
BADLAPUR,Industrial,2,2011,10
BADLAPUR,Industrial,1,2011,11
BADLAPUR,Industrial,2,2011,12
BADLAPUR,Industrial,1,2012,1
BADLAPUR,Industrial,1,2012,2
BADLAPUR,Industrial,1,2012,3
BADLAPUR,Industrial,1,2012,4
BADLAPUR,Industrial,1,2012,5
BADLAPUR,Industrial,1,2012,6
BADLAPUR,Industrial,1,2012,7
BADLAPUR,Industrial,1,2012,8
BADLAPUR,Industrial,1,2012,9
BADLAPUR,Industrial,1,2012,10
BADLAPUR,Industrial,1,2012,11
BADLAPUR,Industrial,1,2012,12
BADLAPUR,Industrial,1,2013,1
BADLAPUR,Industrial,1,2013,2
BADLAPUR,Industrial,1,2013,3
BADLAPUR,Industrial,1,2013,4
BADLAPUR,Industrial,1,2013,5
BADLAPUR,Industrial,1,2013,6
BADLAPUR,Industrial,1,2013,7
BADLAPUR,Industrial,1,2013,8
BADLAPUR,Industrial,1,2013,9
BADLAPUR,Industrial,1,2013,10
BADLAPUR,Industrial,1,2013,11
BADLAPUR,Industrial,1,2013,12
BADLAPUR,Industrial,2,2014,1
BADLAPUR,Industrial,1,2014,2
BADLAPUR,Industrial,3,2014,3
BADLAPUR,Industrial,1,2014,4
BADLAPUR,Industrial,1,2014,5
BADLAPUR,Industrial,1,2014,6
BADLAPUR,Industrial,2,2014,7
BADLAPUR,Industrial,2,2014,8
BADLAPUR,Industrial,1,2014,9
BADLAPUR,Industrial,1,2014,10
BADLAPUR,Industrial,1,2014,11
BADLAPUR,Industrial,1,2014,12
BADLAPUR,Industrial,1,2015,1
BADLAPUR,Industrial,1,2015,2
BADLAPUR,Industrial,1,2015,3
BADLAPUR,Industrial,1,2015,4
BADLAPUR,Industrial,1,2015,5
BADLAPUR,Industrial,1,2015,6
BADLAPUR,Industrial,1,2015,7
BADLAPUR,Industrial,1,2015,8
BADLAPUR,Industrial,1,2015,9
BADLAPUR,Industrial,1,2015,10
BADLAPUR,Industrial,1,2015,11
BADLAPUR,Industrial,1,2015,12
CHANDRAPUR,Unknown,0,1992,2
CHANDRAPUR,Unknown,3,1992,3
CHANDRAPUR,Unknown,1,1992,4
CHANDRAPUR,Residential,3,1994,4
CHANDRAPUR,Unknown,1,1994,4
CHANDRAPUR,Residential,1,1994,5
CHANDRAPUR,Residential,1,1994,6
CHANDRAPUR,Unknown,0,1994,6
CHANDRAPUR,Residential,0,1994,7
CHANDRAPUR,Unknown,0,1994,7
CHANDRAPUR,Residential,,1994,8
CHANDRAPUR,Unknown,,1994,8
CHANDRAPUR,Residential,3,1994,9
CHANDRAPUR,Unknown,0,1994,9
CHANDRAPUR,Residential,,1994,11
CHANDRAPUR,Unknown,,1994,11
CHANDRAPUR,Industrial,0,1994,12
CHANDRAPUR,Residential,0,1994,12
CHANDRAPUR,Unknown,1,1994,12
CHANDRAPUR,Industrial,1,1996,1
CHANDRAPUR,Residential,0,1996,1
CHANDRAPUR,Unknown,0,1996,1
CHANDRAPUR,Industrial,1,1996,2
CHANDRAPUR,Residential,0,1996,2
CHANDRAPUR,Unknown,0,1996,2
CHANDRAPUR,Industrial,1,1996,3
CHANDRAPUR,Residential,0,1996,3
CHANDRAPUR,Unknown,0,1996,3
CHANDRAPUR,Industrial,1,1996,4
CHANDRAPUR,Residential,0,1996,4
CHANDRAPUR,Unknown,0,1996,4
CHANDRAPUR,Industrial,1,1996,5
CHANDRAPUR,Residential,1,1996,5
CHANDRAPUR,Unknown,0,1996,5
CHANDRAPUR,Industrial,1,1996,6
CHANDRAPUR,Residential,1,1996,6
CHANDRAPUR,Unknown,0,1996,6
CHANDRAPUR,Industrial,1,1996,7
CHANDRAPUR,Residential,1,1996,7
CHANDRAPUR,Unknown,0,1996,7
CHANDRAPUR,Industrial,1,1996,8
CHANDRAPUR,Residential,1,1996,8
CHANDRAPUR,Unknown,0,1996,8
CHANDRAPUR,Industrial,1,1996,9
CHANDRAPUR,Residential,1,1996,9
CHANDRAPUR,Unknown,0,1996,9
CHANDRAPUR,Industrial,1,1996,10
CHANDRAPUR,Residential,1,1996,10
CHANDRAPUR,Unknown,0,1996,10
CHANDRAPUR,Industrial,3,1996,11
CHANDRAPUR,Residential,0,1996,11
CHANDRAPUR,Unknown,0,1996,11
CHANDRAPUR,Industrial,3,1996,12
CHANDRAPUR,Residential,3,1996,12
CHANDRAPUR,Unknown,0,1996,12
CHANDRAPUR,Industrial,3,1997,1
